	st_name	st_date	st_place	st_knownfor	st_awards_wins	st_awards_nominations	st_link	st_awards_link
1792	" Gemma Arterton
"	1986-2-2	Gravesend, Kent, England, UK	['Prince of Persia: The Sands of Time', 'Quantum of Solace', 'Clash of the Titans', 'The Voices']	2	9	https://www.imdb.com/name/nm2605345/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2605345/awards?ref_=nm_ql_2
1793	" Alice Eve
"	1982-2-6	London, England, UK	"['Before We Go', ""She's Out of My League"", 'Star Trek Into Darkness', 'Men in Black 3']"	NA	NA	https://www.imdb.com/name/nm1404408/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1404408/awards?ref_=nm_ql_2
1794	" Mireille Enos
"	1975-9-22	Houston, Texas, USA	['World War Z', 'If I Stay', 'Sabotage', 'Gangster Squad']	0	8	https://www.imdb.com/name/nm0257969/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0257969/awards?ref_=nm_ql_2
1795	" Amanda Fuller
"	1984-0-0	NA	"['Last Man Standing', 'Red White & Blue', ""Grey's Anatomy"", 'Starry Eyes']"	0	1	https://www.imdb.com/name/nm0298168/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0298168/awards?ref_=nm_ql_2
1796	" Carmen Ejogo
"	1973-10-22	Kensington, London, England, UK	['Selma', 'It Comes at Night', 'Fantastic Beasts and Where to Find Them', 'Away We Go']	5	13	https://www.imdb.com/name/nm0252238/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0252238/awards?ref_=nm_ql_2
1797	" Matt Damon
"	1970-10-8	Boston, Massachusetts, USA	['Good Will Hunting', 'The Martian', 'The Departed', 'The Talented Mr. Ripley']	36	142	https://www.imdb.com/name/nm0000354/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000354/awards?ref_=nm_ql_2
1798	" Molly Hagan
"	1961-8-3	Minneapolis, Minnesota, USA	"['Sully', 'iZombie', 'Election', ""Herman's Head""]"	NA	NA	https://www.imdb.com/name/nm0353243/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0353243/awards?ref_=nm_ql_2
1799	" Joel Edgerton
"	1974-6-23	Blacktown, New South Wales, Australia	['The Gift', 'The Great Gatsby', 'Loving', 'Black Mass']	16	56	https://www.imdb.com/name/nm0249291/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0249291/awards?ref_=nm_ql_2
1800	" Karl Glusman
"	1988-0-0	NA	['Love', 'The Neon Demon', 'Nocturnal Animals', 'Devs']	NA	NA	https://www.imdb.com/name/nm3194762/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3194762/awards?ref_=nm_ql_2
1801	" Chris Evans
(V)
"	1981-6-13	Boston, Massachusetts, USA	['The Avengers', 'Captain America: The First Avenger', 'Captain America: Civil War', 'Captain America: The Winter Soldier']	6	37	https://www.imdb.com/name/nm0262635/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0262635/awards?ref_=nm_ql_2
1802	" Jacob Tremblay
(I)
"	2006-10-5	Vancouver, British Columbia, Canada	['Room', 'Wonder', 'Before I Wake', 'The Predator']	21	35	https://www.imdb.com/name/nm5016878/?ref_=adv_li_st_1	https://www.imdb.com/name/nm5016878/awards?ref_=nm_ql_2
1803	" Charlize Theron
"	1975-8-7	Benoni, Transvaal, South Africa	['Monster', 'Mad Max: Fury Road', 'Snow White and the Huntsman', 'Atomic Blonde']	60	109	https://www.imdb.com/name/nm0000234/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000234/awards?ref_=nm_ql_2
1804	" Kurt Russell
(I)
"	1951-3-17	Springfield, Massachusetts, USA	['The Hateful Eight', 'Escape from L.A.', 'Executive Decision', 'Tango & Cash']	6	13	https://www.imdb.com/name/nm0000621/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000621/awards?ref_=nm_ql_2
1805	" Michael Douglas
(I)
"	1944-9-25	New Brunswick, New Jersey, USA	['Wall Street', 'Behind the Candelabra', 'Basic Instinct', 'Fatal Attraction']	51	43	https://www.imdb.com/name/nm0000140/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000140/awards?ref_=nm_ql_2
1806	" Jamie Dornan
"	1982-5-1	Belfast, Northern Ireland, UK	['Fifty Shades of Grey', 'The Fall', 'Anthropoid', 'Marie Antoinette']	7	7	https://www.imdb.com/name/nm1946193/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1946193/awards?ref_=nm_ql_2
1807	" Jason Clarke
(I)
"	1969-7-17	Winton, Queensland, Australia	['Zero Dark Thirty', 'Mudbound', 'Everest', 'Terminator Genisys']	3	8	https://www.imdb.com/name/nm0164809/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0164809/awards?ref_=nm_ql_2
1808	" Tom Hardy
(I)
"	1977-9-15	Hammersmith, London, England, UK	['Inception', 'The Dark Knight Rises', 'Locke', 'Mad Max: Fury Road']	17	78	https://www.imdb.com/name/nm0362766/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0362766/awards?ref_=nm_ql_2
1809	" Josh Brolin
"	1968-2-12	Santa Monica, California, USA	['No Country for Old Men', 'Avengers: Infinity War', 'Inherent Vice', 'Milk']	16	52	https://www.imdb.com/name/nm0000982/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000982/awards?ref_=nm_ql_2
1810	" Steve Carell
"	1962-8-16	Concord, Massachusetts, USA	['The Office', 'The 40 Year Old Virgin', 'Foxcatcher', 'Little Miss Sunshine']	33	130	https://www.imdb.com/name/nm0136797/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0136797/awards?ref_=nm_ql_2
1811	" Bryce Dallas Howard
"	1981-3-2	Los Angeles, California, USA	['Jurassic World', 'The Help', 'Gold']	19	26	https://www.imdb.com/name/nm0397171/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0397171/awards?ref_=nm_ql_2
1812	" Emily Browning
(I)
"	1988-12-7	Melbourne, Victoria, Australia	['A Series of Unfortunate Events', 'Sucker Punch', 'Sleeping Beauty', 'Pompeii']	5	9	https://www.imdb.com/name/nm0115161/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0115161/awards?ref_=nm_ql_2
1813	" Cate Blanchett
"	1969-5-14	Melbourne, Victoria, Australia	['Carol', 'Elizabeth', 'Blue Jasmine', 'The Aviator']	152	185	https://www.imdb.com/name/nm0000949/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000949/awards?ref_=nm_ql_2
1814	" Rachel Weisz
"	1970-3-7	Westminster, London, England, UK	['The Constant Gardener', 'The Lobster', 'The Favourite', 'The Mummy']	41	73	https://www.imdb.com/name/nm0001838/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001838/awards?ref_=nm_ql_2
1815	" Paul Walker
(I)
(1973–2013)
"	1973-9-12	Glendale, California, USA	['The Fast and the Furious', 'Furious 7', 'Running Scared', 'Fast & Furious']	7	11	https://www.imdb.com/name/nm0908094/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0908094/awards?ref_=nm_ql_2
1816	" Ralph Ineson
"	1969-12-15	Leeds, West Yorkshire, England, UK	['The VVitch: A New-England Folktale', 'Guardians of the Galaxy', 'The Ballad of Buster Scruggs', 'Harry Potter and the Deathly Hallows: Part 2']	0	4	https://www.imdb.com/name/nm0408591/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0408591/awards?ref_=nm_ql_2
1817	" Lorenza Izzo
"	1989-9-19	Las Condes, Santiago, Región Metropolitana, Chile	['The House with a Clock in Its Walls', 'Life Itself', 'Feed the Beast', 'Sex Ed']	0	1	https://www.imdb.com/name/nm4448022/?ref_=adv_li_st_1	https://www.imdb.com/name/nm4448022/awards?ref_=nm_ql_2
1818	" Jessica Chastain
"	1977-3-24	Sacramento, California, USA	"['Zero Dark Thirty', 'The Tree of Life', 'Interstellar', ""Molly's Game""]"	79	112	https://www.imdb.com/name/nm1567113/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1567113/awards?ref_=nm_ql_2
1819	" Patrick Wilson
(I)
"	1973-7-3	Norfolk, Virginia, USA	['The Phantom of the Opera', 'Hard Candy', 'Insidious', 'Watchmen']	2	18	https://www.imdb.com/name/nm0933940/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0933940/awards?ref_=nm_ql_2
1820	" Mila Kunis
"	1983-8-14	Chernovtsy, Ukrainian SSR, USSR [now Chernivtsi, Ukraine]	['Black Swan', 'Bad Moms', 'Jupiter Ascending', 'Forgetting Sarah Marshall']	13	56	https://www.imdb.com/name/nm0005109/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005109/awards?ref_=nm_ql_2
1821	" Christoph Waltz
"	1956-10-4	Vienna, Austria	['Django Unchained', 'Inglourious Basterds', 'The Zero Theorem', 'Carnage']	84	40	https://www.imdb.com/name/nm0910607/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0910607/awards?ref_=nm_ql_2
1822	" John Boyega
"	1992-3-17	Peckham, London, England, UK	['Star Wars: Episode VII - The Force Awakens', 'Attack the Block', 'Pacific Rim: Uprising', 'Star Wars: Episode VIII - The Last Jedi']	8	19	https://www.imdb.com/name/nm3915784/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3915784/awards?ref_=nm_ql_2
1823	" Sylvester Stallone
"	1946-7-6	New York City, New York, USA	['Rocky', 'Rocky IV', 'Creed', 'Rocky III']	57	66	https://www.imdb.com/name/nm0000230/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000230/awards?ref_=nm_ql_2
1824	" Armie Hammer
"	1986-8-28	Los Angeles, California, USA	['The Social Network', 'Call Me by Your Name', 'The Lone Ranger', 'The Man from U.N.C.L.E.']	9	38	https://www.imdb.com/name/nm2309517/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2309517/awards?ref_=nm_ql_2
1825	" Anne Hathaway
"	1982-11-12	Brooklyn, New York City, New York, USA	['Les Misérables', 'The Dark Knight Rises', 'Rachel Getting Married', 'Love & Other Drugs']	65	105	https://www.imdb.com/name/nm0004266/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004266/awards?ref_=nm_ql_2
1826	" Michiel Huisman
"	1981-7-18	Amstelveen, Noord-Holland, Netherlands	['The Age of Adaline', 'Harley and the Davidsons', 'Game of Thrones', 'Treme']	1	5	https://www.imdb.com/name/nm0401264/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0401264/awards?ref_=nm_ql_2
1827	" Bill Hader
"	1978-6-7	Tulsa, Oklahoma, USA	['The Skeleton Twins', 'Inside Out', 'Trainwreck', 'Barry']	12	37	https://www.imdb.com/name/nm0352778/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0352778/awards?ref_=nm_ql_2
1828	" Christina Applegate
"	1971-11-25	Hollywood, Los Angeles, California, USA	['The Sweetest Thing', 'Bad Moms', 'Married with Children', 'Anchorman 2: The Legend Continues']	14	27	https://www.imdb.com/name/nm0000775/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000775/awards?ref_=nm_ql_2
1829	" Alicia Vikander
"	1988-10-3	Gothenburg, Västra Götalands län, Sweden	['Ex Machina', 'The Danish Girl', 'The Man from U.N.C.L.E.', 'Testament of Youth']	52	56	https://www.imdb.com/name/nm2539953/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2539953/awards?ref_=nm_ql_2
1830	" Michael Keaton
"	1951-9-5	Coraopolis, Pennsylvania, USA	['Birdman or (The Unexpected Virtue of Ignorance)', 'Spotlight', 'The Founder', 'Beetlejuice']	64	40	https://www.imdb.com/name/nm0000474/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000474/awards?ref_=nm_ql_2
1831	" Emayatzy Corinealdi
"	1980-1-14	Fort Knox, Kentucky, USA	['Middle of Nowhere', 'Roots', 'The Invitation', 'Hand of God']	2	6	https://www.imdb.com/name/nm1538675/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1538675/awards?ref_=nm_ql_2
1832	" Jessica Chastain
"	1977-3-24	Sacramento, California, USA	"['Zero Dark Thirty', 'The Tree of Life', 'Interstellar', ""Molly's Game""]"	79	112	https://www.imdb.com/name/nm1567113/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1567113/awards?ref_=nm_ql_2
1833	" Rebecca Ferguson
(I)
"	1983-10-19	Sweden	['Mission: Impossible - Rogue Nation', 'Mission: Impossible - Fallout', 'Life', 'Despite the Falling Snow']	5	6	https://www.imdb.com/name/nm0272581/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0272581/awards?ref_=nm_ql_2
1834	" Ed Oxenbould
"	2001-6-1	Melbourne, Victoria, Australia	['The Visit', 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'Better Watch Out', 'Paper Planes']	6	9	https://www.imdb.com/name/nm4590837/?ref_=adv_li_st_1	https://www.imdb.com/name/nm4590837/awards?ref_=nm_ql_2
1835	" Kate Mara
(I)
"	1983-2-27	Bedford, New York, USA	['Fantastic Four', 'Happythankyoumoreplease', 'Shooter', '127 Hours']	2	5	https://www.imdb.com/name/nm0544718/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0544718/awards?ref_=nm_ql_2
1836	" Ang Phula Sherpa
"	NA	NA	NA	NA	NA	https://www.imdb.com/name/nm7583273/?ref_=adv_li_st_1	https://www.imdb.com/name/nm7583273/awards?ref_=nm_ql_2
1837	" Terry Crews
(I)
"	1968-7-30	Flint, Michigan, USA	['Cloudy with a Chance of Meatballs 2', 'Idiocracy', 'The Expendables', 'The Expendables 3']	0	18	https://www.imdb.com/name/nm0187719/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0187719/awards?ref_=nm_ql_2
1838	" Margot Robbie
"	1990-7-2	Dalby, Queensland, Australia	['Suicide Squad', 'The Wolf of Wall Street', 'I, Tonya', 'The Legend of Tarzan']	14	63	https://www.imdb.com/name/nm3053338/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3053338/awards?ref_=nm_ql_2
1839	" Josh Hutcherson
"	1992-10-12	Union, Kentucky, USA	['The Hunger Games', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay - Part 2', 'The Kids Are All Right']	19	24	https://www.imdb.com/name/nm1242688/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1242688/awards?ref_=nm_ql_2
1840	" Imogen Poots
"	1989-6-3	London, England, UK	['Green Room', '28 Weeks Later', 'That Awkward Moment', 'A Long Way Down']	3	2	https://www.imdb.com/name/nm1782299/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1782299/awards?ref_=nm_ql_2
1841	" Bill Hader
"	1978-6-7	Tulsa, Oklahoma, USA	['The Skeleton Twins', 'Inside Out', 'Trainwreck', 'Barry']	12	37	https://www.imdb.com/name/nm0352778/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0352778/awards?ref_=nm_ql_2
1842	" Cleo Berry
"	1984-2-10	Little Rock, Arkansas, USA	['The Sand', 'House M.D.', 'Idiotsitter', 'School of Rock']	NA	NA	https://www.imdb.com/name/nm3075157/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3075157/awards?ref_=nm_ql_2
1843	" Hugh Jackman
"	1968-10-12	Sydney, New South Wales, Australia	['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']	29	89	https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
1844	" Rooney Mara
"	1985-4-17	Bedford, New York, USA	['Carol', 'The Girl with the Dragon Tattoo', 'The Social Network', 'Side Effects']	27	66	https://www.imdb.com/name/nm1913734/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1913734/awards?ref_=nm_ql_2
1845	" Emory Cohen
"	1990-3-13	New York City, New York, USA	['Brooklyn', 'The Place Beyond the Pines', 'The OA', 'War Machine']	3	8	https://www.imdb.com/name/nm1710309/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1710309/awards?ref_=nm_ql_2
1846	" Corey Hawkins
(II)
"	1988-10-22	Washington, District of Columbia, USA	['Straight Outta Compton', 'Kong: Skull Island', 'BlacKkKlansman', 'Iron Man Three']	2	6	https://www.imdb.com/name/nm3659660/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3659660/awards?ref_=nm_ql_2
1847	" Rose Leslie
"	1987-2-9	Aberdeen, Scotland, UK	['The Last Witch Hunter', 'Honeymoon', 'Game of Thrones', 'Morgan']	1	2	https://www.imdb.com/name/nm3310211/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3310211/awards?ref_=nm_ql_2
1848	" Rebel Wilson
"	1980-3-2	Sydney, New South Wales, Australia	"['Pitch Perfect', ""Isn't It Romantic"", 'Bridesmaids', 'How to Be Single']"	6	18	https://www.imdb.com/name/nm2313103/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2313103/awards?ref_=nm_ql_2
1849	" Diane Lane
(I)
"	1965-1-22	New York City, New York, USA	['Unfaithful', 'Under the Tuscan Sun', 'Inside Out', 'Man of Steel']	15	32	https://www.imdb.com/name/nm0000178/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000178/awards?ref_=nm_ql_2
1850	" Cillian Murphy
"	1976-5-25	Douglas, Cork, Ireland	['28 Days Later...', 'Inception', 'Red Eye', 'Sunshine']	6	37	https://www.imdb.com/name/nm0614165/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0614165/awards?ref_=nm_ql_2
1851	" Ansel Elgort
"	1994-3-14	New York City, New York, USA	['The Fault in Our Stars', 'Divergent', 'Baby Driver', 'Insurgent']	9	13	https://www.imdb.com/name/nm5052065/?ref_=adv_li_st_1	https://www.imdb.com/name/nm5052065/awards?ref_=nm_ql_2
1852	" Dev Patel
(I)
"	1990-4-23	Harrow, London, England, UK	['Slumdog Millionaire', 'Lion', 'Chappie', 'The Last Airbender']	19	39	https://www.imdb.com/name/nm2353862/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2353862/awards?ref_=nm_ql_2
1853	" Rose Byrne
"	1979-7-24	Balmain, Sydney, New South Wales, Australia	['Spy', 'Insidious', 'Bridesmaids', 'Neighbors']	13	28	https://www.imdb.com/name/nm0126284/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0126284/awards?ref_=nm_ql_2
1854	" Rachel McAdams
"	1978-11-17	London, Ontario, Canada	['The Notebook', 'Mean Girls', 'Red Eye', 'The Vow']	22	55	https://www.imdb.com/name/nm1046097/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1046097/awards?ref_=nm_ql_2
1855	" Britt Robertson
"	1990-4-18	Charlotte, North Carolina, USA	['Tomorrowland', 'The First Time', 'Ask Me Anything', 'The Space Between Us']	3	4	https://www.imdb.com/name/nm1429380/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1429380/awards?ref_=nm_ql_2
1856	" Rachel McAdams
"	1978-11-17	London, Ontario, Canada	['The Notebook', 'Mean Girls', 'Red Eye', 'The Vow']	22	55	https://www.imdb.com/name/nm1046097/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1046097/awards?ref_=nm_ql_2
1857	" Carla Gugino
"	1971-8-29	Sarasota, Florida, USA	"['Watchmen', ""Gerald's Game"", 'American Gangster', 'San Andreas']"	3	9	https://www.imdb.com/name/nm0001303/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001303/awards?ref_=nm_ql_2
1825	" Anne Hathaway
"	1982-11-12	Brooklyn, New York City, New York, USA	['Les Misérables', 'The Dark Knight Rises', 'Rachel Getting Married', 'Love & Other Drugs']	65	105	https://www.imdb.com/name/nm0004266/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004266/awards?ref_=nm_ql_2
1826	" Michiel Huisman
"	1981-7-18	Amstelveen, Noord-Holland, Netherlands	['The Age of Adaline', 'Harley and the Davidsons', 'Game of Thrones', 'Treme']	1	5	https://www.imdb.com/name/nm0401264/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0401264/awards?ref_=nm_ql_2
1827	" Bill Hader
"	1978-6-7	Tulsa, Oklahoma, USA	['The Skeleton Twins', 'Inside Out', 'Trainwreck', 'Barry']	12	37	https://www.imdb.com/name/nm0352778/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0352778/awards?ref_=nm_ql_2
1828	" Christina Applegate
"	1971-11-25	Hollywood, Los Angeles, California, USA	['The Sweetest Thing', 'Bad Moms', 'Married with Children', 'Anchorman 2: The Legend Continues']	14	27	https://www.imdb.com/name/nm0000775/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000775/awards?ref_=nm_ql_2
1829	" Alicia Vikander
"	1988-10-3	Gothenburg, Västra Götalands län, Sweden	['Ex Machina', 'The Danish Girl', 'The Man from U.N.C.L.E.', 'Testament of Youth']	52	56	https://www.imdb.com/name/nm2539953/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2539953/awards?ref_=nm_ql_2
1830	" Michael Keaton
"	1951-9-5	Coraopolis, Pennsylvania, USA	['Birdman or (The Unexpected Virtue of Ignorance)', 'Spotlight', 'The Founder', 'Beetlejuice']	64	40	https://www.imdb.com/name/nm0000474/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000474/awards?ref_=nm_ql_2
1831	" Emayatzy Corinealdi
"	1980-1-14	Fort Knox, Kentucky, USA	['Middle of Nowhere', 'Roots', 'The Invitation', 'Hand of God']	2	6	https://www.imdb.com/name/nm1538675/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1538675/awards?ref_=nm_ql_2
1832	" Jessica Chastain
"	1977-3-24	Sacramento, California, USA	"['Zero Dark Thirty', 'The Tree of Life', 'Interstellar', ""Molly's Game""]"	79	112	https://www.imdb.com/name/nm1567113/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1567113/awards?ref_=nm_ql_2
1833	" Rebecca Ferguson
(I)
"	1983-10-19	Sweden	['Mission: Impossible - Rogue Nation', 'Mission: Impossible - Fallout', 'Life', 'Despite the Falling Snow']	5	6	https://www.imdb.com/name/nm0272581/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0272581/awards?ref_=nm_ql_2
1834	" Ed Oxenbould
"	2001-6-1	Melbourne, Victoria, Australia	['The Visit', 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'Better Watch Out', 'Paper Planes']	6	9	https://www.imdb.com/name/nm4590837/?ref_=adv_li_st_1	https://www.imdb.com/name/nm4590837/awards?ref_=nm_ql_2
1835	" Kate Mara
(I)
"	1983-2-27	Bedford, New York, USA	['Fantastic Four', 'Happythankyoumoreplease', 'Shooter', '127 Hours']	2	5	https://www.imdb.com/name/nm0544718/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0544718/awards?ref_=nm_ql_2
1836	" Ang Phula Sherpa
"	NA	NA	NA	NA	NA	https://www.imdb.com/name/nm7583273/?ref_=adv_li_st_1	https://www.imdb.com/name/nm7583273/awards?ref_=nm_ql_2
1837	" Terry Crews
(I)
"	1968-7-30	Flint, Michigan, USA	['Cloudy with a Chance of Meatballs 2', 'Idiocracy', 'The Expendables', 'The Expendables 3']	0	18	https://www.imdb.com/name/nm0187719/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0187719/awards?ref_=nm_ql_2
1838	" Margot Robbie
"	1990-7-2	Dalby, Queensland, Australia	['Suicide Squad', 'The Wolf of Wall Street', 'I, Tonya', 'The Legend of Tarzan']	14	63	https://www.imdb.com/name/nm3053338/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3053338/awards?ref_=nm_ql_2
